,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_p,traveltime_p,studytime_p,failures_p,schoolsup_p,famsup_p,paid_p,activities_p,nursery,higher_p,internet,romantic_p,famrel_p,freetime_p,goout_p,Dalc_p,Walc_p,health_p,absences_p,G1_por,G2_por,G3_por,guardian_m,traveltime_m,studytime_m,failures_m,schoolsup_m,famsup_m,paid_m,activities_m,higher_m,romantic_m,famrel_m,freetime_m,goout_m,Dalc_m,Walc_m,health_m,absences_m,G1_mat,G2_mat,G3_mat
190,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,3.0,2.0,13.0,15.0,16.0
191,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,5.0,0.0,13.0,11.0,10.0
192,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,mother,1.0,2.0,3.0,no,no,no,yes,yes,yes,4.0,3.0,5.0,1.0,1.0,3.0,0.0,8.0,7.0,0.0
193,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,4.0,4.0,10.0,11.0,9.0
194,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,9.0,9.0
195,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,2.0,13.0,13.0,11.0
196,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,father,1.0,2.0,0.0,no,no,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,5.0,6.0
197,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,10.0,10.0,8.0,9.0
198,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,5.0,2.0,3.0,1.0,1.0,2.0,4.0,10.0,10.0,11.0
199,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,10.0,9.0,8.0,8.0
200,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,father,1.0,3.0,0.0,no,yes,no,yes,yes,no,5.0,3.0,3.0,1.0,1.0,5.0,2.0,16.0,18.0,18.0
201,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,3.0,2.0,12.0,13.0,12.0
202,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,father,1.0,2.0,0.0,no,yes,no,yes,yes,no,5.0,4.0,2.0,2.0,3.0,5.0,0.0,16.0,17.0,17.0
203,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,5.0,3.0,3.0,2.0,3.0,1.0,56.0,9.0,9.0,8.0
204,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,1.0,2.0,2.0,1.0,2.0,1.0,14.0,12.0,13.0,12.0
205,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,4.0,3.0,4.0,2.0,3.0,4.0,12.0,12.0,12.0,11.0
206,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,2.0,11.0,12.0,11.0
207,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,15.0,15.0
208,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,3.0,3.0,3.0,1.0,3.0,3.0,6.0,8.0,7.0,9.0
209,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,mother,1.0,2.0,0.0,no,no,no,no,yes,no,3.0,1.0,3.0,1.0,5.0,3.0,4.0,8.0,9.0,10.0
210,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,mother,1.0,2.0,0.0,no,no,no,no,yes,no,4.0,3.0,3.0,1.0,1.0,2.0,10.0,11.0,12.0,13.0
211,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,8.0,8.0,9.0
212,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,other,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,4.0,4.0,4.0,5.0,5.0,12.0,7.0,8.0,8.0
213,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,mother,1.0,1.0,0.0,no,yes,no,yes,yes,no,4.0,3.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0,10.0
214,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,father,2.0,1.0,0.0,no,no,no,no,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,14.0,14.0
215,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,14.0,15.0,15.0
216,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,mother,1.0,1.0,0.0,no,no,no,no,yes,no,5.0,2.0,3.0,1.0,2.0,5.0,4.0,17.0,15.0,16.0
217,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,father,3.0,1.0,0.0,no,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,8.0,9.0,9.0,10.0
218,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,mother,2.0,1.0,1.0,no,yes,no,no,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,24.0,18.0,18.0,18.0
219,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,0.0,9.0,9.0,10.0
220,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,mother,1.0,2.0,0.0,no,yes,no,yes,yes,no,4.0,3.0,5.0,1.0,5.0,2.0,2.0,16.0,16.0,16.0
221,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,mother,1.0,2.0,0.0,yes,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,3.0,4.0,6.0,8.0,10.0,10.0
222,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,4.0,9.0,9.0,10.0
223,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,18.0,7.0,6.0,6.0
224,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,mother,2.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,3.0,5.0,1.0,1.0,5.0,6.0,10.0,10.0,11.0
225,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,mother,1.0,3.0,1.0,no,yes,yes,no,yes,yes,4.0,4.0,3.0,3.0,4.0,5.0,28.0,10.0,9.0,9.0
226,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,mother,1.0,2.0,3.0,no,yes,yes,no,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,5.0,7.0,7.0,7.0
227,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,1.0,3.0,2.0,1.0,1.0,1.0,10.0,11.0,12.0,13.0
228,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,mother,2.0,1.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,9.0,10.0
229,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,mother,2.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,4.0,6.0,7.0,7.0,7.0
230,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,other,1.0,4.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,10.0,8.0,8.0,8.0
231,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,5.0,3.0,5.0,4.0,5.0,3.0,13.0,12.0,12.0,13.0
232,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,mother,1.0,2.0,0.0,yes,yes,yes,no,yes,no,3.0,3.0,4.0,1.0,1.0,4.0,0.0,12.0,13.0,14.0
233,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,mother,1.0,2.0,1.0,no,yes,yes,yes,yes,no,4.0,4.0,4.0,2.0,4.0,5.0,15.0,6.0,7.0,8.0
234,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,mother,1.0,1.0,0.0,no,yes,yes,no,yes,no,5.0,2.0,1.0,1.0,2.0,3.0,12.0,8.0,10.0,10.0
235,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,mother,2.0,2.0,0.0,no,no,yes,no,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2.0,14.0,15.0,15.0
236,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,mother,1.0,2.0,2.0,no,no,yes,no,yes,yes,3.0,4.0,5.0,2.0,4.0,1.0,22.0,6.0,6.0,4.0
237,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,father,1.0,2.0,1.0,no,yes,yes,no,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,13.0,6.0,6.0,8.0
238,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,father,2.0,1.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,1.0,4.0,3.0,3.0,7.0,7.0,8.0
239,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,4.0,9.0,10.0,10.0
240,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,mother,2.0,2.0,0.0,no,yes,no,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,2.0,6.0,6.0,6.0
241,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,mother,1.0,3.0,1.0,no,yes,no,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,0.0,6.0,5.0,0.0
242,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14,mother,1.0,2.0,0.0,yes,no,no,no,yes,no,2.0,3.0,1.0,1.0,1.0,3.0,2.0,16.0,16.0,17.0
243,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,5.0,5.0,4.0,0.0,12.0,13.0,13.0
244,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,mother,1.0,3.0,0.0,no,yes,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,5.0,0.0,13.0,13.0,14.0
245,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,mother,1.0,2.0,1.0,no,no,no,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,16.0,9.0,8.0,7.0
246,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,3.0,4.0,1.0,3.0,3.0,10.0,16.0,15.0,15.0
247,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,father,1.0,2.0,0.0,no,yes,yes,no,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,2.0,12.0,11.0,12.0
248,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,mother,4.0,2.0,0.0,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,4.0,5.0,3.0,14.0,10.0,8.0,9.0
249,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,10.0,12.0,10.0,12.0
250,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,14.0,13.0,13.0,14.0
251,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,father,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0
252,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,14.0,11.0,9.0,9.0
253,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,father,1.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,2.0,14.0,13.0,13.0
254,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,18.0,9.0,7.0,6.0
255,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,10.0,11.0,9.0,10.0
256,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,father,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,4.0,14.0,13.0,13.0
257,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,20.0,13.0,12.0,12.0
258,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,,,,,,,,,,,,,,,,,,,,
259,GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10,,,,,,,,,,,,,,,,,,,,
260,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,,,,,,,,,,,,,,,,,,,,
261,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7,,,,,,,,,,,,,,,,,,,,
262,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8,,,,,,,,,,,,,,,,,,,,
263,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,,,,,,,,,,,,,,,,,,,,
264,GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,,,,,,,,,,,,,,,,,,,,
265,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,,,,,,,,,,,,,,,,,,,,
266,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,,,,,,,,,,,,,,,,,,,,
267,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,mother,3.0,2.0,0.0,no,no,no,yes,yes,no,2.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,11.0,11.0
268,GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,,,,,,,,,,,,,,,,,,,,
269,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,father,1.0,2.0,1.0,no,no,no,no,no,no,5.0,5.0,4.0,3.0,5.0,2.0,0.0,7.0,7.0,0.0
270,GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,,,,,,,,,,,,,,,,,,,,
271,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,,,,,,,,,,,,,,,,,,,,
272,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,,,,,,,,,,,,,,,,,,,,
273,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,14.0,12.0,12.0,12.0
274,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,2.0,3.0,4.0,2.0,10.0,11.0,12.0
275,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,4.0,5.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0
276,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12.0
277,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,10.0,9.0,9.0
278,GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,,,,,,,,,,,,,,,,,,,,
279,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,,,,,,,,,,,,,,,,,,,,
280,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,,,,,,,,,,,,,,,,,,,,
281,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,other,2.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,0.0,7.0,0.0,0.0
282,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16,mother,3.0,1.0,0.0,no,no,no,no,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,6.0,18.0,18.0,18.0
283,GP,F,17,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,,,,,,,,,,,,,,,,,,,,
284,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,father,2.0,1.0,0.0,no,no,no,no,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,13.0
285,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,mother,1.0,1.0,3.0,no,no,no,no,no,yes,5.0,4.0,5.0,5.0,5.0,1.0,16.0,6.0,8.0,8.0
286,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,mother,1.0,2.0,1.0,no,yes,no,no,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,8.0,3.0,5.0,5.0
287,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,mother,1.0,1.0,0.0,no,no,yes,no,yes,no,4.0,3.0,2.0,2.0,4.0,5.0,0.0,13.0,15.0,15.0
